CategoriaID,Categoria,Producto,UnitPrice,Cantidad,Total,SUM,AVG,COUNT,MAX,MIN,Ranking
7,Touring Bikes,"Touring-3000 Blue, 58",445.4100,100,44541.0000,7207270.56,88978.65,81,143044.2000,43056.3000,49
7,Touring Bikes,"Touring-3000 Blue, 44",445.4100,100,44541.0000,7207270.56,88978.65,81,143044.2000,43056.3000,49
7,Touring Bikes,"Touring-3000 Yellow, 44",445.4100,100,44541.0000,7207270.56,88978.65,81,143044.2000,43056.3000,49
7,Touring Bikes,"Touring-3000 Blue, 50",445.4100,100,44541.0000,7207270.56,88978.65,81,143044.2000,43056.3000,49
7,Touring Bikes,"Touring-3000 Blue, 54",445.4100,100,44541.0000,7207270.56,88978.65,81,143044.2000,43056.3000,49
7,Touring Bikes,"Touring-3000 Yellow, 54",445.4100,100,44541.0000,7207270.56,88978.65,81,143044.2000,43056.3000,49
7,Touring Bikes,"Touring-3000 Blue, 58",445.4100,100,44541.0000,7207270.56,88978.65,81,143044.2000,43056.3000,49
7,Touring Bikes,"Touring-3000 Blue, 54",445.4100,100,44541.0000,7207270.56,88978.65,81,143044.2000,43056.3000,49
7,Touring Bikes,"Touring-3000 Yellow, 50",445.4100,100,44541.0000,7207270.56,88978.65,81,143044.2000,43056.3000,49
7,Touring Bikes,"Touring-3000 Blue, 50",445.4100,100,44541.0000,7207270.56,88978.65,81,143044.2000,43056.3000,49
7,Touring Bikes,"Touring-3000 Yellow, 44",445.4100,100,44541.0000,7207270.56,88978.65,81,143044.2000,43056.3000,49
7,Touring Bikes,"Touring-3000 Yellow, 54",445.4100,100,44541.0000,7207270.56,88978.65,81,143044.2000,43056.3000,49
7,Touring Bikes,"Touring-3000 Blue, 54",445.4100,100,44541.0000,7207270.56,88978.65,81,143044.2000,43056.3000,49
7,Touring Bikes,"Touring-3000 Blue, 50",445.4100,100,44541.0000,7207270.56,88978.65,81,143044.2000,43056.3000,49
7,Touring Bikes,"Touring-3000 Yellow, 44",445.4100,100,44541.0000,7207270.56,88978.65,81,143044.2000,43056.3000,49
7,Touring Bikes,"Touring-3000 Yellow, 62",445.4100,100,44541.0000,7207270.56,88978.65,81,143044.2000,43056.3000,49
7,Touring Bikes,"Touring-3000 Yellow, 44",445.4100,100,44541.0000,7207270.56,88978.65,81,143044.2000,43056.3000,49
7,Touring Bikes,"Touring-3000 Yellow, 50",445.4100,100,44541.0000,7207270.56,88978.65,81,143044.2000,43056.3000,49
7,Touring Bikes,"Touring-3000 Blue, 50",445.4100,100,44541.0000,7207270.56,88978.65,81,143044.2000,43056.3000,49
7,Touring Bikes,"Touring-3000 Yellow, 50",445.4100,100,44541.0000,7207270.56,88978.65,81,143044.2000,43056.3000,49
7,Touring Bikes,"Touring-3000 Yellow, 62",445.4100,100,44541.0000,7207270.56,88978.65,81,143044.2000,43056.3000,49
7,Touring Bikes,"Touring-3000 Blue, 54",445.4100,100,44541.0000,7207270.56,88978.65,81,143044.2000,43056.3000,49
7,Touring Bikes,"Touring-3000 Yellow, 44",445.4100,100,44541.0000,7207270.56,88978.65,81,143044.2000,43056.3000,49
7,Touring Bikes,"Touring-3000 Blue, 50",445.4100,100,44541.0000,7207270.56,88978.65,81,143044.2000,43056.3000,49
7,Touring Bikes,"Touring-3000 Blue, 44",445.4100,100,44541.0000,7207270.56,88978.65,81,143044.2000,43056.3000,49
7,Touring Bikes,"Touring-3000 Blue, 62",445.4100,100,44541.0000,7207270.56,88978.65,81,143044.2000,43056.3000,49
7,Touring Bikes,"Touring-3000 Blue, 58",445.4100,100,44541.0000,7207270.56,88978.65,81,143044.2000,43056.3000,49
7,Touring Bikes,"Touring-3000 Blue, 54",445.4100,100,44541.0000,7207270.56,88978.65,81,143044.2000,43056.3000,49
7,Touring Bikes,"Touring-3000 Yellow, 58",445.4100,100,44541.0000,7207270.56,88978.65,81,143044.2000,43056.3000,49
7,Touring Bikes,"Touring-3000 Blue, 50",445.4100,100,44541.0000,7207270.56,88978.65,81,143044.2000,43056.3000,49
7,Touring Bikes,"Touring-3000 Yellow, 62",445.4100,100,44541.0000,7207270.56,88978.65,81,143044.2000,43056.3000,49
7,Touring Bikes,"Touring-3000 Yellow, 44",445.4100,100,44541.0000,7207270.56,88978.65,81,143044.2000,43056.3000,49
7,Touring Bikes,"Touring-1000 Yellow, 54",1430.4420,100,143044.2000,7207270.56,88978.65,81,143044.2000,43056.3000,63
7,Touring Bikes,"Touring-1000 Yellow, 46",1430.4420,100,143044.2000,7207270.56,88978.65,81,143044.2000,43056.3000,63
7,Touring Bikes,"Touring-1000 Yellow, 50",1430.4420,100,143044.2000,7207270.56,88978.65,81,143044.2000,43056.3000,63
7,Touring Bikes,"Touring-1000 Blue, 46",1430.4420,100,143044.2000,7207270.56,88978.65,81,143044.2000,43056.3000,63
7,Touring Bikes,"Touring-1000 Yellow, 60",1430.4420,100,143044.2000,7207270.56,88978.65,81,143044.2000,43056.3000,63
7,Touring Bikes,"Touring-1000 Blue, 50",1430.4420,100,143044.2000,7207270.56,88978.65,81,143044.2000,43056.3000,63
7,Touring Bikes,"Touring-1000 Blue, 54",1430.4420,100,143044.2000,7207270.56,88978.65,81,143044.2000,43056.3000,63
7,Touring Bikes,"Touring-1000 Yellow, 46",1430.4420,100,143044.2000,7207270.56,88978.65,81,143044.2000,43056.3000,63
7,Touring Bikes,"Touring-1000 Blue, 46",1430.4420,100,143044.2000,7207270.56,88978.65,81,143044.2000,43056.3000,63
7,Touring Bikes,"Touring-1000 Blue, 50",1430.4420,100,143044.2000,7207270.56,88978.65,81,143044.2000,43056.3000,63
7,Touring Bikes,"Touring-1000 Blue, 60",1430.4420,100,143044.2000,7207270.56,88978.65,81,143044.2000,43056.3000,63
7,Touring Bikes,"Touring-1000 Yellow, 50",1430.4420,100,143044.2000,7207270.56,88978.65,81,143044.2000,43056.3000,63
7,Touring Bikes,"Touring-1000 Yellow, 60",1430.4420,100,143044.2000,7207270.56,88978.65,81,143044.2000,43056.3000,63
7,Touring Bikes,"Touring-1000 Blue, 60",1430.4420,100,143044.2000,7207270.56,88978.65,81,143044.2000,43056.3000,63
7,Touring Bikes,"Touring-1000 Blue, 50",1430.4420,100,143044.2000,7207270.56,88978.65,81,143044.2000,43056.3000,63
7,Touring Bikes,"Touring-1000 Yellow, 46",1430.4420,100,143044.2000,7207270.56,88978.65,81,143044.2000,43056.3000,63
7,Touring Bikes,"Touring-1000 Yellow, 50",1430.4420,100,143044.2000,7207270.56,88978.65,81,143044.2000,43056.3000,63
7,Touring Bikes,"Touring-1000 Yellow, 46",1430.4420,100,143044.2000,7207270.56,88978.65,81,143044.2000,43056.3000,63
7,Touring Bikes,"Touring-1000 Yellow, 60",1430.4420,100,143044.2000,7207270.56,88978.65,81,143044.2000,43056.3000,63
7,Touring Bikes,"Touring-1000 Blue, 60",1430.4420,100,143044.2000,7207270.56,88978.65,81,143044.2000,43056.3000,63
7,Touring Bikes,"Touring-1000 Blue, 46",1430.4420,100,143044.2000,7207270.56,88978.65,81,143044.2000,43056.3000,63
7,Touring Bikes,"Touring-1000 Blue, 46",1430.4420,100,143044.2000,7207270.56,88978.65,81,143044.2000,43056.3000,63
7,Touring Bikes,"Touring-1000 Blue, 60",1430.4420,100,143044.2000,7207270.56,88978.65,81,143044.2000,43056.3000,63
7,Touring Bikes,"Touring-1000 Yellow, 46",1430.4420,100,143044.2000,7207270.56,88978.65,81,143044.2000,43056.3000,63
7,Touring Bikes,"Touring-1000 Blue, 60",1430.4420,100,143044.2000,7207270.56,88978.65,81,143044.2000,43056.3000,63
7,Touring Bikes,"Touring-1000 Blue, 50",1430.4420,100,143044.2000,7207270.56,88978.65,81,143044.2000,43056.3000,63
7,Touring Bikes,"Touring-1000 Yellow, 54",1430.4420,100,143044.2000,7207270.56,88978.65,81,143044.2000,43056.3000,63
7,Touring Bikes,"Touring-1000 Blue, 54",1430.4420,100,143044.2000,7207270.56,88978.65,81,143044.2000,43056.3000,63
7,Touring Bikes,"Touring-1000 Blue, 46",1430.4420,100,143044.2000,7207270.56,88978.65,81,143044.2000,43056.3000,63
7,Touring Bikes,"Touring-1000 Yellow, 50",1430.4420,100,143044.2000,7207270.56,88978.65,81,143044.2000,43056.3000,63
7,Touring Bikes,"Touring-1000 Yellow, 46",1430.4420,100,143044.2000,7207270.56,88978.65,81,143044.2000,43056.3000,63
9,Bottom Brackets,LL Bottom Bracket,32.3940,100,3239.4000,38875.80,5553.69,7,7289.4000,3239.4000,22
9,Bottom Brackets,LL Bottom Bracket,32.3940,100,3239.4000,38875.80,5553.69,7,7289.4000,3239.4000,22
9,Bottom Brackets,LL Bottom Bracket,32.3940,100,3239.4000,38875.80,5553.69,7,7289.4000,3239.4000,22
25,Jerseys,"Short-Sleeve Classic Jersey, XL",32.3940,100,3239.4000,136835.77,3109.90,44,3239.4000,2749.4500,22
25,Jerseys,"Short-Sleeve Classic Jersey, S",32.3940,100,3239.4000,136835.77,3109.90,44,3239.4000,2749.4500,22
25,Jerseys,"Short-Sleeve Classic Jersey, L",32.3940,100,3239.4000,136835.77,3109.90,44,3239.4000,2749.4500,22
25,Jerseys,"Short-Sleeve Classic Jersey, S",32.3940,100,3239.4000,136835.77,3109.90,44,3239.4000,2749.4500,22
25,Jerseys,"Short-Sleeve Classic Jersey, XL",32.3940,100,3239.4000,136835.77,3109.90,44,3239.4000,2749.4500,22
25,Jerseys,"Short-Sleeve Classic Jersey, S",32.3940,100,3239.4000,136835.77,3109.90,44,3239.4000,2749.4500,22
25,Jerseys,"Short-Sleeve Classic Jersey, L",32.3940,100,3239.4000,136835.77,3109.90,44,3239.4000,2749.4500,22
25,Jerseys,"Short-Sleeve Classic Jersey, XL",32.3940,100,3239.4000,136835.77,3109.90,44,3239.4000,2749.4500,22
25,Jerseys,"Short-Sleeve Classic Jersey, S",32.3940,100,3239.4000,136835.77,3109.90,44,3239.4000,2749.4500,22
25,Jerseys,"Short-Sleeve Classic Jersey, L",32.3940,100,3239.4000,136835.77,3109.90,44,3239.4000,2749.4500,22
25,Jerseys,"Short-Sleeve Classic Jersey, L",32.3940,100,3239.4000,136835.77,3109.90,44,3239.4000,2749.4500,22
25,Jerseys,"Short-Sleeve Classic Jersey, XL",32.3940,100,3239.4000,136835.77,3109.90,44,3239.4000,2749.4500,22
25,Jerseys,"Short-Sleeve Classic Jersey, XL",32.3940,100,3239.4000,136835.77,3109.90,44,3239.4000,2749.4500,22
25,Jerseys,"Short-Sleeve Classic Jersey, S",32.3940,100,3239.4000,136835.77,3109.90,44,3239.4000,2749.4500,22
25,Jerseys,"Short-Sleeve Classic Jersey, L",32.3940,100,3239.4000,136835.77,3109.90,44,3239.4000,2749.4500,22
25,Jerseys,"Short-Sleeve Classic Jersey, S",32.3940,100,3239.4000,136835.77,3109.90,44,3239.4000,2749.4500,22
25,Jerseys,"Short-Sleeve Classic Jersey, XL",32.3940,100,3239.4000,136835.77,3109.90,44,3239.4000,2749.4500,22
25,Jerseys,"Short-Sleeve Classic Jersey, XL",32.3940,100,3239.4000,136835.77,3109.90,44,3239.4000,2749.4500,22
25,Jerseys,"Short-Sleeve Classic Jersey, XL",32.3940,100,3239.4000,136835.77,3109.90,44,3239.4000,2749.4500,22
25,Jerseys,"Short-Sleeve Classic Jersey, L",32.3940,100,3239.4000,136835.77,3109.90,44,3239.4000,2749.4500,22
25,Jerseys,"Short-Sleeve Classic Jersey, S",32.3940,100,3239.4000,136835.77,3109.90,44,3239.4000,2749.4500,22
20,Touring Frames,"LL Touring Frame - Yellow, 62",200.0520,100,20005.2000,802617.00,44589.83,18,60234.6000,20005.2000,42
20,Touring Frames,"LL Touring Frame - Yellow, 44",200.0520,100,20005.2000,802617.00,44589.83,18,60234.6000,20005.2000,42
20,Touring Frames,"LL Touring Frame - Blue, 50",200.0520,100,20005.2000,802617.00,44589.83,18,60234.6000,20005.2000,42
20,Touring Frames,"LL Touring Frame - Blue, 54",200.0520,100,20005.2000,802617.00,44589.83,18,60234.6000,20005.2000,42
20,Touring Frames,"LL Touring Frame - Yellow, 50",200.0520,100,20005.2000,802617.00,44589.83,18,60234.6000,20005.2000,42
20,Touring Frames,"LL Touring Frame - Yellow, 44",200.0520,100,20005.2000,802617.00,44589.83,18,60234.6000,20005.2000,42
20,Touring Frames,"LL Touring Frame - Yellow, 50",200.0520,100,20005.2000,802617.00,44589.83,18,60234.6000,20005.2000,42
6,Road Bikes,"Road-750 Black, 58",323.9940,100,32399.4000,4057833.12,82812.92,49,146601.0000,32399.4000,46
6,Road Bikes,"Road-750 Black, 48",323.9940,100,32399.4000,4057833.12,82812.92,49,146601.0000,32399.4000,46
6,Road Bikes,"Road-750 Black, 52",323.9940,100,32399.4000,4057833.12,82812.92,49,146601.0000,32399.4000,46
6,Road Bikes,"Road-750 Black, 58",323.9940,100,32399.4000,4057833.12,82812.92,49,146601.0000,32399.4000,46
6,Road Bikes,"Road-750 Black, 48",323.9940,100,32399.4000,4057833.12,82812.92,49,146601.0000,32399.4000,46
6,Road Bikes,"Road-750 Black, 52",323.9940,100,32399.4000,4057833.12,82812.92,49,146601.0000,32399.4000,46
6,Road Bikes,"Road-750 Black, 48",323.9940,100,32399.4000,4057833.12,82812.92,49,146601.0000,32399.4000,46
6,Road Bikes,"Road-750 Black, 52",323.9940,100,32399.4000,4057833.12,82812.92,49,146601.0000,32399.4000,46
6,Road Bikes,"Road-750 Black, 48",323.9940,100,32399.4000,4057833.12,82812.92,49,146601.0000,32399.4000,46
6,Road Bikes,"Road-750 Black, 52",323.9940,100,32399.4000,4057833.12,82812.92,49,146601.0000,32399.4000,46
6,Road Bikes,"Road-750 Black, 48",323.9940,100,32399.4000,4057833.12,82812.92,49,146601.0000,32399.4000,46
6,Road Bikes,"Road-750 Black, 44",323.9940,100,32399.4000,4057833.12,82812.92,49,146601.0000,32399.4000,46
6,Road Bikes,"Road-750 Black, 58",323.9940,100,32399.4000,4057833.12,82812.92,49,146601.0000,32399.4000,46
5,Mountain Bikes,"Mountain-500 Black, 42",323.9940,100,32399.4000,4894905.60,69927.22,70,139199.4000,11299.8000,46
5,Mountain Bikes,"Mountain-500 Black, 40",323.9940,100,32399.4000,4894905.60,69927.22,70,139199.4000,11299.8000,46
5,Mountain Bikes,"Mountain-500 Black, 44",323.9940,100,32399.4000,4894905.60,69927.22,70,139199.4000,11299.8000,46
5,Mountain Bikes,"Mountain-500 Black, 48",323.9940,100,32399.4000,4894905.60,69927.22,70,139199.4000,11299.8000,46
5,Mountain Bikes,"Mountain-500 Black, 52",323.9940,100,32399.4000,4894905.60,69927.22,70,139199.4000,11299.8000,46
5,Mountain Bikes,"Mountain-500 Black, 42",323.9940,100,32399.4000,4894905.60,69927.22,70,139199.4000,11299.8000,46
5,Mountain Bikes,"Mountain-500 Black, 48",323.9940,100,32399.4000,4894905.60,69927.22,70,139199.4000,11299.8000,46
5,Mountain Bikes,"Mountain-500 Black, 48",323.9940,100,32399.4000,4894905.60,69927.22,70,139199.4000,11299.8000,46
5,Mountain Bikes,"Mountain-500 Black, 40",323.9940,100,32399.4000,4894905.60,69927.22,70,139199.4000,11299.8000,46
5,Mountain Bikes,"Mountain-500 Black, 52",323.9940,100,32399.4000,4894905.60,69927.22,70,139199.4000,11299.8000,46
5,Mountain Bikes,"Mountain-500 Black, 44",323.9940,100,32399.4000,4894905.60,69927.22,70,139199.4000,11299.8000,46
5,Mountain Bikes,"Mountain-500 Black, 48",323.9940,100,32399.4000,4894905.60,69927.22,70,139199.4000,11299.8000,46
30,Bike Racks,Hitch Rack - 4-Bike,72.0000,100,7200.0000,57600.00,7200.00,8,7200.0000,7200.0000,34
30,Bike Racks,Hitch Rack - 4-Bike,72.0000,100,7200.0000,57600.00,7200.00,8,7200.0000,7200.0000,34
30,Bike Racks,Hitch Rack - 4-Bike,72.0000,100,7200.0000,57600.00,7200.00,8,7200.0000,7200.0000,34
30,Bike Racks,Hitch Rack - 4-Bike,72.0000,100,7200.0000,57600.00,7200.00,8,7200.0000,7200.0000,34
30,Bike Racks,Hitch Rack - 4-Bike,72.0000,100,7200.0000,57600.00,7200.00,8,7200.0000,7200.0000,34
30,Bike Racks,Hitch Rack - 4-Bike,72.0000,100,7200.0000,57600.00,7200.00,8,7200.0000,7200.0000,34
30,Bike Racks,Hitch Rack - 4-Bike,72.0000,100,7200.0000,57600.00,7200.00,8,7200.0000,7200.0000,34
30,Bike Racks,Hitch Rack - 4-Bike,72.0000,100,7200.0000,57600.00,7200.00,8,7200.0000,7200.0000,34
5,Mountain Bikes,"Mountain-200 Silver, 42",1391.9940,100,139199.4000,4894905.60,69927.22,70,139199.4000,11299.8000,62
5,Mountain Bikes,"Mountain-200 Silver, 46",1391.9940,100,139199.4000,4894905.60,69927.22,70,139199.4000,11299.8000,62
5,Mountain Bikes,"Mountain-200 Silver, 38",1391.9940,100,139199.4000,4894905.60,69927.22,70,139199.4000,11299.8000,62
5,Mountain Bikes,"Mountain-200 Silver, 42",1391.9940,100,139199.4000,4894905.60,69927.22,70,139199.4000,11299.8000,62
5,Mountain Bikes,"Mountain-200 Silver, 42",1391.9940,100,139199.4000,4894905.60,69927.22,70,139199.4000,11299.8000,62
5,Mountain Bikes,"Mountain-200 Silver, 46",1391.9940,100,139199.4000,4894905.60,69927.22,70,139199.4000,11299.8000,62
5,Mountain Bikes,"Mountain-200 Silver, 38",1391.9940,100,139199.4000,4894905.60,69927.22,70,139199.4000,11299.8000,62
5,Mountain Bikes,"Mountain-200 Silver, 42",1391.9940,100,139199.4000,4894905.60,69927.22,70,139199.4000,11299.8000,62
5,Mountain Bikes,"Mountain-200 Silver, 46",1391.9940,100,139199.4000,4894905.60,69927.22,70,139199.4000,11299.8000,62
5,Mountain Bikes,"Mountain-200 Silver, 38",1391.9940,100,139199.4000,4894905.60,69927.22,70,139199.4000,11299.8000,62
5,Mountain Bikes,"Mountain-200 Silver, 42",1391.9940,100,139199.4000,4894905.60,69927.22,70,139199.4000,11299.8000,62
5,Mountain Bikes,"Mountain-200 Silver, 38",1391.9940,100,139199.4000,4894905.60,69927.22,70,139199.4000,11299.8000,62
5,Mountain Bikes,"Mountain-200 Silver, 46",1391.9940,100,139199.4000,4894905.60,69927.22,70,139199.4000,11299.8000,62
35,Helmets,"Sport-100 Helmet, Black",20.9940,100,2099.4000,41603.11,2080.16,20,2099.4000,1924.4500,13
35,Helmets,"Sport-100 Helmet, Blue",20.9940,100,2099.4000,41603.11,2080.16,20,2099.4000,1924.4500,13
35,Helmets,"Sport-100 Helmet, Red",20.9940,100,2099.4000,41603.11,2080.16,20,2099.4000,1924.4500,13
35,Helmets,"Sport-100 Helmet, Red",20.9940,100,2099.4000,41603.11,2080.16,20,2099.4000,1924.4500,13
35,Helmets,"Sport-100 Helmet, Blue",20.9940,100,2099.4000,41603.11,2080.16,20,2099.4000,1924.4500,13
35,Helmets,"Sport-100 Helmet, Red",20.9940,100,2099.4000,41603.11,2080.16,20,2099.4000,1924.4500,13
35,Helmets,"Sport-100 Helmet, Blue",20.9940,100,2099.4000,41603.11,2080.16,20,2099.4000,1924.4500,13
35,Helmets,"Sport-100 Helmet, Red",20.9940,100,2099.4000,41603.11,2080.16,20,2099.4000,1924.4500,13
35,Helmets,"Sport-100 Helmet, Blue",20.9940,100,2099.4000,41603.11,2080.16,20,2099.4000,1924.4500,13
35,Helmets,"Sport-100 Helmet, Red",20.9940,100,2099.4000,41603.11,2080.16,20,2099.4000,1924.4500,13
35,Helmets,"Sport-100 Helmet, Black",20.9940,100,2099.4000,41603.11,2080.16,20,2099.4000,1924.4500,13
35,Helmets,"Sport-100 Helmet, Blue",20.9940,100,2099.4000,41603.11,2080.16,20,2099.4000,1924.4500,13
35,Helmets,"Sport-100 Helmet, Red",20.9940,100,2099.4000,41603.11,2080.16,20,2099.4000,1924.4500,13
35,Helmets,"Sport-100 Helmet, Red",20.9940,100,2099.4000,41603.11,2080.16,20,2099.4000,1924.4500,13
35,Helmets,"Sport-100 Helmet, Blue",20.9940,100,2099.4000,41603.11,2080.16,20,2099.4000,1924.4500,13
35,Helmets,"Sport-100 Helmet, Black",20.9940,100,2099.4000,41603.11,2080.16,20,2099.4000,1924.4500,13
8,Handlebars,HL Mountain Handlebars,72.1620,100,7216.2000,78057.00,4878.56,16,7216.2000,2672.4000,35
8,Handlebars,HL Road Handlebars,72.1620,100,7216.2000,78057.00,4878.56,16,7216.2000,2672.4000,35
8,Handlebars,HL Road Handlebars,72.1620,100,7216.2000,78057.00,4878.56,16,7216.2000,2672.4000,35
8,Handlebars,HL Mountain Handlebars,72.1620,100,7216.2000,78057.00,4878.56,16,7216.2000,2672.4000,35
8,Handlebars,HL Mountain Handlebars,72.1620,100,7216.2000,78057.00,4878.56,16,7216.2000,2672.4000,35
8,Handlebars,HL Road Handlebars,72.1620,100,7216.2000,78057.00,4878.56,16,7216.2000,2672.4000,35
5,Mountain Bikes,"Mountain-500 Silver, 52",112.9980,100,11299.8000,4894905.60,69927.22,70,139199.4000,11299.8000,39
5,Mountain Bikes,"Mountain-500 Silver, 42",112.9980,100,11299.8000,4894905.60,69927.22,70,139199.4000,11299.8000,39
5,Mountain Bikes,"Mountain-500 Silver, 40",112.9980,100,11299.8000,4894905.60,69927.22,70,139199.4000,11299.8000,39
5,Mountain Bikes,"Mountain-500 Silver, 44",112.9980,100,11299.8000,4894905.60,69927.22,70,139199.4000,11299.8000,39
5,Mountain Bikes,"Mountain-500 Silver, 48",112.9980,100,11299.8000,4894905.60,69927.22,70,139199.4000,11299.8000,39
5,Mountain Bikes,"Mountain-500 Silver, 42",112.9980,100,11299.8000,4894905.60,69927.22,70,139199.4000,11299.8000,39
5,Mountain Bikes,"Mountain-500 Silver, 40",112.9980,100,11299.8000,4894905.60,69927.22,70,139199.4000,11299.8000,39
5,Mountain Bikes,"Mountain-500 Silver, 52",112.9980,100,11299.8000,4894905.60,69927.22,70,139199.4000,11299.8000,39
5,Mountain Bikes,"Mountain-500 Silver, 40",112.9980,100,11299.8000,4894905.60,69927.22,70,139199.4000,11299.8000,39
5,Mountain Bikes,"Mountain-500 Silver, 52",112.9980,100,11299.8000,4894905.60,69927.22,70,139199.4000,11299.8000,39
5,Mountain Bikes,"Mountain-500 Silver, 48",112.9980,100,11299.8000,4894905.60,69927.22,70,139199.4000,11299.8000,39
